customer_id,segment
414,3
415,0
416,0
417,0
418,3
419,0
420,3
421,1
422,0
423,0
424,0
425,3
426,3
427,0
428,3
429,0
430,3
431,3
432,3
433,1
434,3
435,0
436,0
437,0
438,2
439,3
440,1
441,3
442,0
443,3
444,0
445,0
446,3
447,3
448,1
449,0
450,3
451,0
452,3
453,1
454,0
455,0
456,0
457,3
458,2
459,3
460,3
461,3
462,0
463,3
464,2
465,0
466,3
467,1
468,3
469,0
470,2
471,2
472,2
473,0
474,0
475,0
476,2
477,2
478,1
479,3
480,2
481,2
482,0
483,1
484,2
485,0
486,2
487,2
488,0
489,1
490,1
491,1
492,1
493,1
494,2
495,3
496,1
497,2
498,1
499,2
500,2
501,3
502,3
503,3
504,2
505,1
506,3
507,2
508,3
509,2
510,0
511,0
512,3
513,0
514,0
515,2
516,0
517,2
518,3
519,0
520,3
521,3
522,2
523,0
524,1
525,0
526,2
527,3
528,3
529,1
530,2
531,1
532,1
533,1
534,3
535,0
536,0
537,3
538,0
539,0
540,3
541,3
542,1
543,3
544,3
545,0
546,2
547,2
548,0
549,3
550,2
551,2
552,0
553,0
554,3
555,0
556,0
557,0
558,2
559,1
560,2
561,0
562,0
563,3
564,1
565,1
566,1
567,3
568,0
569,2
570,1
571,2
572,3
573,1
574,3
575,3
576,2
577,3
578,1
579,1
580,2
581,2
582,1
583,0
584,2
585,3
586,1
587,0
588,2
589,0
590,0
591,3
592,2
593,2
594,1
595,0
596,0
597,1
598,1
599,3
600,3
601,2
602,3
603,3
604,3
605,3
606,3
607,1
608,0
609,3
610,2
611,1
612,1
613,3
614,3
615,0
616,3
617,3
618,2
619,0
620,0
621,3
622,2
623,3
624,2
625,3
626,2
627,3
628,0
629,1
630,3
631,1
632,3
633,0
634,2
635,0
636,0
637,1
638,1
639,3
640,3
641,3
642,3
643,0
644,0
645,1
646,3
647,0
648,2
649,1
650,0
651,2
652,3
653,1
654,0
655,3
656,2
657,3
658,0
659,1
660,2
661,0
662,3
663,0
664,0
665,2
666,1
667,3
668,3
669,0
670,2
671,0
672,3
673,3
674,1
675,1
676,2
677,3
678,2
679,0
680,2
681,0
682,0
683,0
684,2
685,1
686,2
687,2
688,3
689,3
690,1
691,0
692,3
693,0
694,2
695,3
696,1
697,3
698,1
699,0
700,0
701,0
702,2
703,0
704,1
705,0
706,1
707,3
708,3
709,2
710,2
711,3
712,1
713,3
714,3
715,3
716,0
717,1
718,0
719,3
720,3
721,2
722,2
723,0
724,1
725,0
726,0
727,0
728,0
729,2
730,2
731,2
732,0
733,0
734,2
735,0
736,3
737,0
738,2
739,2
740,2
741,0
742,0
743,3
744,0
745,2
746,2
747,2
748,2
749,3
750,3
751,0
752,2
753,0
754,2
755,1
756,0
757,2
758,3
759,0
760,2
761,1
762,0
763,0
764,0
765,3
766,0
767,0
768,0
769,0
770,3
771,0
772,1
773,1
774,3
775,0
776,3
777,1
778,0
779,3
780,3
781,0
782,3
783,2
784,1
785,3
786,2
787,3
788,2
789,3
790,1
791,0
792,2
793,2
794,0
795,0
796,2
797,0
798,0
799,3
800,1
801,3
802,2
803,1
804,1
805,0
806,0
807,1
808,0
809,2
810,3
811,0
812,0
813,3
814,1
815,0
816,0
817,3
818,1
819,1
820,0
821,0
822,3
823,0
824,1
825,3
826,0
827,1
828,0
829,3
830,0
831,1
832,3
833,2
834,1
835,3
836,1
837,3
838,3
839,2
840,2
841,0
842,3
843,1
844,2
845,0
846,3
847,2
848,1
849,0
850,3
851,0
852,0
853,3
854,3
855,0
856,2
857,3
858,3
859,1
860,2
861,3
862,3
863,3
864,1
865,0
866,3
867,3
868,3
869,0
870,0
871,3
872,0
873,3
874,2
875,1
876,3
877,2
878,2
879,1
880,1
881,2
882,1
883,3
884,2
885,0
886,2
887,2
888,0
889,0
890,3
891,2
892,3
893,0
894,0
895,3
896,3
897,0
898,0
899,0
900,1
901,2
902,0
903,0
904,2
905,3
906,1
907,2
908,0
909,0
910,0
911,1
912,3
913,3
914,3
915,3
916,3
917,0
918,0
919,2
920,1
921,0
922,3
923,1
924,1
925,0
926,0
927,0
928,3
929,1
930,3
931,0
932,2
933,2
934,3
935,3
936,0
937,3
938,0
939,3
940,0
941,0
942,3
943,0
944,2
945,2
946,0
947,1
948,3
949,3
950,2
951,1
952,0
953,0
954,0
955,3
956,3
957,3
958,2
959,2
960,1
961,1
962,2
963,0
964,0
965,3
966,2
967,3
968,0
969,1
970,0
971,0
972,0
973,0
974,1
975,2
976,3
977,2
978,2
979,1
980,0
981,3
982,3
983,3
984,2
985,0
986,3
987,2
988,0
989,2
990,3
991,3
992,3
993,3
994,0
995,3
996,2
997,3
998,0
999,3
1000,0
1001,0
1002,2
1003,0
1004,0
1005,1
1006,2
1007,3
1008,2
1009,3
1010,2
1011,1
1012,1
1013,2
1014,3
1015,2
1016,0
1017,3
1018,3
1019,0
1020,2
1021,3
1022,3
1023,3
1024,3
1025,3
1026,2
1027,3
1028,2
1029,3
1030,2
1031,1
1032,1
1033,2
1034,1
1035,2
1036,1
1037,2
1038,2
1039,2
1040,0
1041,0
1042,3
1043,1
1044,1
1045,0
1046,2
1047,0
1048,3
1049,3
1050,0
1051,1
1052,0
1053,0
1054,0
1055,0
1056,3
1057,3
1058,0
1059,1
1060,1
1061,3
1062,0
1063,0
1064,1
1065,2
1066,3
1067,2
1068,3
1069,0
1070,2
1071,3
1072,1
1073,2
1074,3
1075,3
1076,2
1077,1
1078,2
1079,1
1080,2
1081,0
1082,3
1083,3
1084,3
1085,3
1086,1
1087,1
1088,3
1089,2
1090,2
1091,0
1092,1
1093,0
1094,0
1095,1
1096,2
1097,0
1098,3
1099,3
1100,0
1101,0
1102,2
1103,3
1104,3
1105,0
1106,1
1107,0
1108,2
1109,3
1110,0
1111,0
1112,2
1113,1
1114,3
1115,3
1116,0
1117,0
1118,3
1119,0
1120,3
1121,1
1122,0
1123,3
1124,0
1125,2
1126,1
1127,2
1128,1
1129,1
1130,3
1131,3
1132,2
1133,0
1134,3
1135,3
1136,2
1137,2
1138,2
1139,0
1140,1
1141,2
1142,3
1143,3
1144,3
1145,2
1146,2
1147,3
1148,3
1149,2
1150,3
1151,0
1152,3
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,2
1160,3
1161,0
1162,1
1163,3
1164,0
1165,0
1166,3
1167,3
1168,1
1169,3
1170,0
1171,2
1172,3
1173,0
1174,3
1175,2
1176,3
1177,2
1178,2
1179,0
1180,0
1181,3
1182,0
1183,0
1184,0
1185,0
1186,3
1187,2
1188,3
1189,0
1190,1
1191,2
1192,2
1193,3
1194,3
1195,3
1196,0
1197,0
1198,1
1199,0
1200,3
1201,3
1202,1
1203,3
1204,3
1205,0
1206,0
1207,3
1208,2
1209,0
1210,2
1211,3
1212,3
1213,1
1214,2
1215,0
1216,1
1217,2
1218,3
1219,1
1220,0
1221,0
1222,0
1223,3
1224,1
1225,0
1226,1
1227,2
1228,2
1229,3
1230,0
1231,0
1232,3
1233,0
1234,1
1235,0
1236,0
1237,0
1238,2
1239,0
1240,0
1241,3
1242,2
1243,2
1244,0
1245,2
1246,0
1247,1
1248,0
1249,3
1250,3
1251,0
1252,0
1253,0
1254,1
1255,0
1256,3
1257,1
1258,3
1259,1
1260,3
1261,0
1262,2
1263,2
1264,3
1265,1
1266,3
1267,0
1268,3
1269,2
1270,2
1271,3
1272,2
1273,2
1274,1
1275,0
1276,2
1277,0
1278,0
1279,3
1280,1
1281,2
1282,2
1283,2
1284,3
1285,3
1286,3
1287,2
1288,2
1289,2
1290,1
1291,2
1292,1
1293,1
1294,2
1295,2
1296,2
1297,0
1298,0
1299,1
1300,2
1301,0
1302,1
1303,3
1304,0
1305,3
1306,3
1307,1
1308,1
1309,0
1310,3
1311,2
1312,3
1313,3
1314,0
1315,0
1316,3
1317,1
1318,0
1319,3
1320,3
1321,2
1322,2
1323,0
1324,3
1325,2
1326,3
1327,2
1328,1
1329,0
1330,0
1331,3
1332,2
1333,1
1334,3
1335,3
1336,3
1337,0
1338,1
1339,3
1340,2
1341,0
1342,3
1343,2
1344,3
1345,3
1346,1
1347,2
1348,2
1349,2
1350,0
1351,3
1352,3
1353,0
1354,0
1355,3
1356,0
1357,3
1358,2
1359,1
1360,0
1361,3
1362,2
1363,3
1364,0
1365,2
1366,1
1367,0
1368,0
1369,0
1370,2
1371,0
1372,3
1373,2
1374,3
1375,3
1376,0
1377,3
1378,3
1379,3
1380,2
1381,2
1382,0
1383,1
1384,3
1385,3
1386,0
1387,1
1388,2
1389,3
1390,0
1391,3
1392,3
1393,0
1394,0
1395,3
1396,0
1397,1
1398,3
1399,1
1400,2
1401,2
1402,0
1403,3
1404,1
1405,0
1406,0
1407,3
1408,0
1409,3
1410,3
1411,1
1412,3
1413,3
1414,3
1415,0
1416,3
1417,3
1418,1
1419,3
1420,3
1421,1
1422,2
1423,2
1424,2
1425,2
1426,2
1427,0
1428,0
1429,3
1430,2
1431,3
1432,3
1433,0
1434,0
1435,0
1436,1
1437,0
1438,2
1439,3
1440,3
1441,0
1442,0
1443,0
1444,0
1445,0
1446,1
1447,1
1448,1
1449,1
1450,0
1451,3
1452,3
1453,3
1454,3
1455,2
1456,0
1457,0
1458,2
1459,3
1460,2
1461,3
1462,1
1463,0
1464,2
1465,3
1466,1
1467,2
1468,0
1469,3
1470,0
1471,3
1472,0
1473,0
1474,2
1475,2
1476,2
1477,2
1478,3
1479,1
1480,2
1481,2
1482,0
1483,1
1484,0
1485,1
1486,0
1487,3
1488,1
1489,3
1490,2
1491,0
1492,3
1493,1
1494,1
1495,2
1496,3
1497,3
1498,3
1499,2
1500,1
1501,1
1502,3
1503,2
1504,2
1505,3
1506,2
1507,3
1508,2
1509,0
1510,3
1511,0
1512,0
1513,1
1514,3
1515,3
1516,0
1517,0
1518,3
1519,0
1520,0
1521,0
1522,1
1523,3
1524,3
1525,1
1526,0
1527,2
1528,2
1529,0
1530,0
1531,2
1532,0
1533,1
1534,3
1535,0
1536,2
1537,1
1538,3
1539,1
1540,2
1541,3
1542,0
1543,2
1544,0
1545,2
1546,2
1547,0
1548,3
1549,2
1550,0
1551,0
1552,2
1553,2
1554,3
1555,0
1556,3
1557,3
1558,2
1559,1
1560,3
1561,3
1562,1
1563,3
1564,3
1565,3
1566,2
1567,0
1568,0
1569,2
1570,2
1571,1
1572,1
1573,3
1574,3
1575,0
1576,0
1577,3
1578,3
1579,3
1580,3
1581,3
1582,2
1583,2
1584,0
1585,1
1586,3
1587,2
1588,3
1589,0
1590,0
1591,0
1592,0
1593,3
1594,2
1595,3
1596,1
1597,0
1598,0
1599,3
1600,0
1601,3
1602,0
1603,1
1604,3
1605,0
1606,0
1607,3
1608,0
1609,2
1610,2
1611,0
1612,3
1613,3
1614,2
1615,3
1616,0
1617,0
1618,1
1619,3
1620,0
1621,0
1622,2
1623,3
1624,0
1625,2
1626,3
1627,2
1628,0
1629,0
1630,2
1631,2
1632,3
1633,1
1634,3
1635,3
1636,2
1637,2
1638,3
1639,0
1640,1
1641,3
1642,0
1643,2
1644,0
1645,0
1646,2
1647,0
1648,3
1649,1
1650,3
1651,0
1652,0
1653,0
1654,0
1655,3
1656,2
1657,0
1658,3
1659,2
1660,0
1661,0
1662,1
1663,3
1664,0
1665,3
1666,1
1667,1
1668,0
1669,0
1670,3
1671,2
1672,1
1673,3
1674,0
1675,3
1676,3
1677,3
1678,2
1679,3
1680,1
1681,3
1682,3
1683,3
1684,0
1685,0
1686,0
1687,2
1688,2
1689,1
1690,2
1691,1
1692,3
1693,0
1694,3
1695,1
1696,1
1697,0
1698,3
1699,3
1700,3
1701,3
1702,3
1703,2
1704,1
1705,2
1706,3
1707,0
1708,2
1709,3
1710,0
1711,3
1712,2
1713,1
1714,3
1715,2
1716,3
1717,2
1718,1
1719,1
1720,3
1721,0
1722,0
1723,3
1724,1
1725,2
1726,0
1727,2
1728,3
1729,0
1730,2
1731,3
1732,0
1733,3
1734,0
1735,3
1736,3
1737,1
1738,0
1739,1
1740,3
1741,0
1742,0
1743,0
1744,3
1745,1
1746,1
1747,3
1748,3
1749,2
1750,2
1751,3
1752,0
1753,3
1754,3
1755,2
1756,3
1757,0
1758,3
1759,3
1760,3
1761,2
1762,0
1763,0
1764,0
1765,0
1766,0
1767,3
1768,0
1769,0
1770,3
1771,1
1772,3
1773,3
1774,3
1775,1
1776,1
1777,1
1778,2
1779,2
1780,2
1781,0
1782,3
1783,0
1784,0
1785,0
1786,3
1787,2
1788,3
1789,3
1790,0
1791,3
1792,2
1793,0
1794,1
1795,3
1796,3
1797,1
1798,0
1799,1
1800,1
1801,1
1802,1
1803,0
1804,3
1805,3
1806,3
1807,0
1808,1
1809,2
1810,0
1811,0
1812,2
1813,3
1814,0
1815,3
1816,1
1817,3
1818,2
1819,2
1820,1
1821,1
1822,2
1823,1
1824,1
1825,3
1826,0
1827,2
1828,2
1829,3
1830,2
1831,2
1832,3
1833,2
1834,0
1835,0
1836,0
1837,0
1838,2
1839,3
1840,3
1841,0
1842,1
1843,0
1844,3
1845,0
1846,3
1847,2
1848,1
1849,2
1850,3
1851,0
1852,3
1853,2
1854,3
1855,3
1856,3
1857,0
1858,0
1859,0
1860,0
1861,1
1862,2
1863,3
1864,1
1865,1
1866,3
1867,3
1868,0
1869,1
1870,3
1871,2
1872,2
1873,3
1874,3
1875,3
1876,3
1877,0
1878,2
1879,3
1880,3
1881,2
1882,1
1883,2
1884,3
1885,2
1886,2
1887,0
1888,0
1889,1
1890,2
1891,0
1892,3
1893,1
1894,0
1895,2
1896,0
1897,3
1898,0
1899,0
1900,0
1901,3
1902,0
1903,3
1904,0
1905,1
1906,2
1907,2
1908,0
1909,1
1910,3
1911,0
1912,0
1913,3
1914,0
1915,0
1916,0
1917,1
1918,3
1919,1
1920,3
1921,2
1922,2
1923,1
1924,2
1925,0
1926,0
1927,2
1928,1
1929,0
1930,2
1931,1
1932,3
1933,3
1934,3
1935,1
1936,0
1937,2
1938,1
1939,0
1940,0
1941,0
1942,2
1943,2
1944,0
1945,3
1946,3
1947,0
1948,3
1949,0
1950,3
1951,3
1952,0
1953,3
1954,3
1955,3
1956,3
1957,1
1958,0
1959,3
1960,3
1961,1
1962,2
1963,3
1964,0
1965,3
1966,0
1967,3
1968,3
1969,2
1970,2
1971,2
1972,3
1973,3
1974,2
1975,0
1976,0
1977,2
1978,3
1979,3
1980,0
1981,3
1982,2
1983,3
1984,0
1985,1
1986,3
1987,0
1988,1
1989,3
1990,0
1991,0
1992,1
1993,2
1994,0
1995,2
1996,1
1997,0
1998,2
1999,3
2000,1
2001,3
2002,2
2003,3
2004,1
2005,0
2006,3
2007,2
2008,0
2009,0
2010,1
2011,0
2012,0
2013,0
2014,1
2015,2
2016,3
2017,0
2018,0
2019,1
2020,2
2021,1
2022,0
2023,0
2024,0
2025,2
2026,2
2027,3
2028,2
2029,3
2030,1
2031,0
2032,2
2033,2
2034,2
2035,0
2036,3
2037,3
2038,0
2039,0
2040,3
2041,0
2042,3
2043,1
2044,3
2045,3
2046,0
2047,2
2048,1
2049,0
2050,2
2051,3
2052,0
2053,2
2054,3
2055,2
2056,2
2057,3
2058,2
2059,0
2060,0
2061,3
2062,0
2063,2
2064,0
2065,2
2066,3
2067,2
2068,3
2069,0
2070,2
2071,3
2072,2
2073,0
2074,1
2075,2
2076,1
2077,3
2078,0
2079,2
2080,0
2081,2
2082,0
2083,1
2084,0
2085,1
2086,0
2087,2
2088,2
2089,1
2090,2
2091,2
2092,3
2093,1
2094,0
2095,3
2096,2
2097,0
2098,2
2099,0
2100,0
2101,3
2102,0
2103,3
2104,3
2105,3
2106,1
2107,1
2108,3
2109,2
2110,0
2111,2
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,2
2126,2
2127,2
2128,2
2129,0
2130,0
2131,0
2132,3
2133,3
2134,3
2135,2
2136,1
2137,2
2138,3
2139,3
2140,3
2141,3
2142,2
2143,1
2144,3
2145,2
2146,3
2147,0
2148,3
2149,3
2150,0
2151,1
2152,0
2153,3
2154,3
2155,1
2156,3
2157,0
2158,0
2159,2
2160,0
2161,2
2162,0
2163,2
2164,2
2165,3
2166,0
2167,3
2168,2
2169,2
2170,2
2171,2
2172,0
2173,2
2174,0
2175,2
2176,3
2177,2
2178,3
2179,0
2180,3
2181,3
2182,3
2183,3
2184,0
2185,3
2186,0
2187,3
2188,1
2189,0
2190,3
2191,0
2192,1
2193,3
2194,0
2195,1
2196,1
2197,0
2198,2
2199,0
2200,1
2201,0
2202,3
2203,3
2204,0
2205,2
2206,3
2207,1
2208,2
2209,0
2210,0
2211,3
2212,2
2213,3
2214,2
2215,3
2216,0
2217,0
2218,3
2219,3
2220,2
2221,2
2222,2
2223,2
2224,0
2225,3
2226,0
2227,3
2228,0
2229,0
2230,1
2231,2
2232,3
2233,0
2234,3
2235,3
2236,3
2237,0
2238,2
2239,2
2240,1
2241,0
2242,0
2243,2
2244,0
2245,2
2246,0
2247,0
2248,1
2249,2
2250,2
2251,1
2252,3
2253,2
2254,1
2255,3
2256,1
2257,3
2258,3
2259,0
2260,2
2261,1
2262,3
2263,2
2264,0
2265,1
2266,0
2267,3
2268,2
2269,3
2270,3
2271,1
2272,1
2273,3
2274,3
2275,3
2276,0
2277,1
2278,0
2279,3
2280,1
2281,2
2282,0
2283,2
2284,1
2285,0
2286,0
2287,3
2288,3
2289,0
2290,0
2291,3
2292,1
2293,1
2294,2
2295,0
2296,0
2297,3
2298,0
2299,0
2300,3
2301,1
2302,3
2303,1
2304,2
2305,2
2306,2
2307,1
2308,2
2309,1
2310,3
2311,3
2312,0
2313,2
2314,0
2315,2
2316,0
2317,0
2318,3
2319,2
2320,3
2321,0
2322,0
2323,2
2324,0
2325,0
2326,3
2327,0
2328,0
2329,1
2330,2
2331,1
2332,2
2333,3
2334,0
2335,2
2336,3
2337,3
2338,2
2339,1
2340,0
2341,0
2342,0
2343,3
2344,0
2345,3
2346,0
2347,3
2348,3
2349,0
2350,0
2351,0
2352,3
2353,0
2354,1
2355,2
2356,3
2357,2
2358,2
2359,3
2360,0
2361,3
2362,0
2363,2
2364,3
2365,1
2366,3
2367,0
2368,2
2369,2
2370,1
2371,2
2372,2
2373,2
2374,0
2375,2
2376,0
2377,3
2378,1
2379,0
2380,3
2381,3
2382,0
2383,0
2384,0
2385,0
2386,3
2387,3
2388,0
2389,3
2390,0
2391,1
2392,3
2393,2
2394,0
2395,3
2396,3
2397,0
2398,0
2399,0
2400,3
2401,1
2402,3
2403,3
2404,3
2405,3
2406,0
2407,3
2408,0
2409,2
2410,3
2411,1
2412,3
2413,2
2414,1
2415,2
2416,0
2417,0
2418,3
2419,0
2420,3
2421,0
2422,0
2423,3
2424,0
2425,3
2426,3
2427,0
2428,1
2429,1
2430,3
2431,3
2432,1
2433,1
2434,2
2435,1
2436,3
2437,1
2438,1
2439,2
2440,3
2441,3
2442,0
2443,0
2444,1
2445,2
2446,1
2447,0
2448,2
2449,2
2450,1
2451,1
2452,3
2453,1
2454,3
2455,3
2456,1
2457,3
2458,0
2459,0
2460,1
2461,3
2462,1
2463,0
2464,1
2465,0
2466,3
2467,3
2468,1
2469,1
2470,2
2471,2
2472,3
2473,3
2474,3
2475,2
2476,0
2477,0
2478,0
2479,2
2480,3
2481,2
2482,0
2483,0
2484,2
2485,3
2486,2
2487,3
2488,3
2489,0
2490,1
2491,3
2492,2
2493,0
2494,3
2495,3
2496,3
2497,3
2498,0
2499,3
2500,2
2501,0
2502,1
2503,3
2504,1
2505,0
2506,0
2507,3
2508,3
2509,3
2510,1
2511,2
2512,2
2513,0
2514,0
2515,0
2516,3
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,2
2524,1
2525,3
2526,0
2527,3
2528,3
2529,3
2530,1
2531,1
2532,1
2533,3
2534,0
2535,3
2536,1
2537,3
2538,2
2539,0
2540,2
2541,2
2542,2
2543,2
2544,0
2545,1
2546,2
2547,3
2548,0
2549,2
2550,0
2551,1
2552,2
2553,3
2554,3
2555,0
2556,3
2557,0
2558,0
2559,2
2560,0
2561,1
2562,1
2563,3
2564,2
2565,1
2566,2
2567,0
2568,0
2569,3
2570,3
2571,0
2572,1
2573,1
2574,3
2575,1
2576,1
2577,1
2578,3
2579,0
2580,3
2581,0
2582,3
2583,0
2584,0
2585,0
2586,2
2587,2
2588,0
2589,0
2590,2
2591,3
2592,3
2593,1
2594,0
2595,0
2596,3
2597,0
2598,2
2599,3
2600,3
2601,2
2602,1
2603,2
2604,3
2605,0
2606,0
2607,3
2608,0
2609,3
2610,2
2611,3
2612,3
2613,2
2614,3
2615,0
2616,2
2617,0
2618,3
2619,3
2620,3
2621,3
2622,3
2623,0
2624,1
2625,1
2626,2
2627,1
2628,2
2629,0
2630,0
2631,0
2632,2
2633,3
2634,1
2635,1
2636,2
2637,2
2638,0
2639,3
2640,0
2641,1
2642,3
2643,3
2644,3
2645,0
2646,1
2647,3
2648,3
2649,1
2650,3
2651,3
2652,2
2653,3
2654,3
2655,2
2656,3
2657,2
2658,1
2659,0
2660,0
2661,3
2662,2
2663,2
2664,0
2665,0
2666,3
2667,3
2668,0
2669,3
2670,2
2671,3
2672,2
2673,2
2674,2
2675,1
2676,2
2677,2
2678,3
2679,3
2680,2
2681,1
2682,3
2683,0
2684,1
2685,0
2686,3
2687,0
2688,1
2689,0
2690,2
2691,3
2692,2
2693,3
2694,3
2695,3
2696,0
2697,3
2698,0
2699,2
2700,3
2701,1
2702,1
2703,2
2704,1
2705,1
2706,2
2707,3
2708,0
2709,0
2710,3
2711,3
2712,0
2713,0
2714,0
2715,3
2716,0
2717,2
2718,3
2719,0
2720,3
2721,2
2722,3
2723,2
2724,2
2725,0
2726,3
2727,3
2728,0
2729,2
2730,3
2731,0
2732,0
2733,1
2734,2
2735,0
2736,2
2737,0
2738,1
2739,3
2740,1
2741,0
2742,3
2743,0
2744,3
2745,2
2746,3
2747,0
2748,0
2749,2
2750,0
2751,0
2752,3
2753,3
2754,0
2755,3
2756,1
2757,1
2758,1
2759,1
2760,1
2761,3
2762,3
2763,0
2764,2
2765,0
2766,1
2767,2
2768,1
2769,3
2770,3
2771,0
2772,3
2773,3
2774,0
2775,3
2776,2
2777,1
2778,2
2779,0
2780,0
2781,0
2782,0
2783,1
2784,2
2785,0
2786,1
2787,1
2788,1
2789,3
2790,2
2791,3
2792,0
2793,1
2794,3
2795,3
2796,1
2797,1
2798,2
2799,1
2800,3
2801,3
2802,2
2803,0
2804,1
2805,0
2806,0
2807,2
2808,3
2809,0
2810,0
2811,0
2812,3
2813,3
2814,0
2815,0
2816,3
2817,0
2818,1
2819,2
2820,3
2821,0
2822,1
2823,0
2824,3
2825,3
2826,3
2827,2
2828,0
2829,1
2830,3
2831,0
2832,2
2833,2
2834,3
2835,1
2836,3
2837,1
2838,0
2839,2
2840,0
2841,3
2842,2
2843,2
2844,0
2845,0
2846,1
2847,0
2848,0
2849,3
2850,2
2851,2
2852,2
2853,3
2854,2
2855,3
2856,3
2857,1
2858,2
2859,3
2860,2
2861,2
2862,3
2863,2
2864,0
2865,2
2866,0
2867,3
2868,1
2869,3
2870,0
2871,1
2872,2
2873,0
2874,0
2875,0
2876,0
2877,0
2878,2
2879,3
2880,0
2881,0
2882,0
2883,3
2884,2
2885,1
2886,0
2887,0
2888,3
2889,0
2890,0
2891,0
2892,3
2893,3
2894,3
2895,3
2896,0
2897,3
2898,0
2899,1
2900,2
2901,2
2902,3
2903,0
2904,3
2905,2
2906,1
2907,3
2908,0
2909,3
2910,1
2911,1
2912,0
2913,1
2914,1
2915,2
2916,0
2917,0
2918,3
2919,0
2920,3
2921,1
2922,0
2923,0
2924,3
2925,0
2926,1
2927,1
2928,1
2929,2
2930,1
2931,3
2932,0
2933,1
2934,3
2935,1
2936,2
2937,2
2938,0
2939,0
2940,0
2941,3
2942,0
2943,3
2944,0
2945,0
2946,2
2947,2
2948,3
2949,3
2950,3
2951,0
2952,3
2953,0
2954,3
2955,2
2956,2
2957,0
2958,0
2959,0
2960,3
2961,3
2962,3
2963,0
2964,1
2965,0
2966,3
2967,2
2968,0
2969,1
2970,0
2971,2
2972,3
2973,0
2974,3
2975,2
2976,3
2977,1
2978,1
2979,1
2980,3
2981,1
2982,0
2983,0
2984,1
2985,0
2986,0
2987,0
2988,1
2989,0
2990,1
2991,3
2992,3
2993,2
2994,1
2995,1
2996,2
