customer_id,actual_churn,predicted_churn_probability
1257,0,0.85906374
4829,1,0.7361987
623,1,0.38857636
3509,0,0.57938206
2263,1,0.6577207
2047,0,0.2163213
1831,0,0.37387878
2597,1,0.59628284
1261,1,0.27046522
878,0,0.35321057
3500,1,0.68397135
2247,0,0.12737086
4433,1,0.5470025
4219,1,0.727296
4198,1,0.76767254
3808,0,0.79243803
4345,1,0.58682406
688,1,0.78001666
2006,1,0.6601488
3610,1,0.49186817
1416,1,0.68453074
1290,0,0.6427687
2557,1,0.1902127
3815,0,0.3811611
785,1,0.5577745
4390,1,0.44196743
3102,0,0.24250534
3114,1,0.75750303
1320,1,0.78402954
3181,1,0.62545544
4272,0,0.3699475
392,0,0.51301605
4347,0,0.7118072
1330,1,0.25253826
3198,0,0.24339363
480,1,0.30355012
1117,0,0.30405575
1300,0,0.50996166
1136,1,0.3083678
4296,1,0.37306145
1335,0,0.7680588
3896,1,0.5918704
4539,0,0.2200156
1751,0,0.7602951
2086,0,0.43820179
1355,1,0.735268
1479,1,0.60612535
3844,1,0.67473495
2430,1,0.77439976
43,1,0.6864531
4899,0,0.5976995
3385,0,0.29178324
4554,0,0.63046384
1711,1,0.7040158
74,0,0.32899326
1006,0,0.3928213
1972,1,0.5557046
2110,0,0.24656408
3743,1,0.7311019
2998,0,0.26365295
3196,0,0.6110853
4107,1,0.81356645
1857,0,0.2717262
3964,1,0.43618116
4415,0,0.5396354
4509,1,0.6981063
3469,0,0.29624316
3322,1,0.34978786
194,1,0.85846174
150,1,0.33323023
773,1,0.82383525
203,0,0.26379675
4166,0,0.2622648
4162,1,0.29380628
4661,1,0.9139753
3089,1,0.7385787
4033,1,0.8250896
4045,0,0.4100044
4042,1,0.80487
1515,1,0.85454243
4913,0,0.4797766
2017,1,0.46617767
3660,1,0.29151666
4460,1,0.8386496
4560,0,0.39978707
360,0,0.8999819
3300,1,0.34014973
2348,1,0.72890973
4702,1,0.56092817
4336,0,0.20678183
4519,1,0.67733383
3113,1,0.6135445
1629,0,0.3421253
2438,1,0.6584739
4726,1,0.6251949
497,1,0.49305588
79,1,0.6681557
3608,0,0.0968347
3156,0,0.6692669
4995,1,0.86705166
517,0,0.33574843
4483,1,0.78869045
3892,0,0.7109613
928,0,0.4318998
4298,1,0.91617477
949,0,0.8676994
3430,1,0.6548914
1605,0,0.31003016
2308,1,0.27725136
3033,0,0.33958367
1572,1,0.45447367
4779,0,0.20310113
3413,0,0.5729412
4059,1,0.585644
1390,0,0.354093
2543,0,0.44435295
2382,1,0.27887246
4375,1,0.7644183
2955,1,0.64248806
2863,1,0.343628
258,0,0.46675178
1306,1,0.54953754
3283,0,0.39399308
2383,0,0.26350653
2193,0,0.5857014
1178,1,0.48138624
4306,0,0.3012722
1215,1,0.24719937
2650,1,0.8806202
4790,1,0.82688797
4756,0,0.59098965
4278,0,0.81043404
1916,0,0.13165079
4565,1,0.21679907
1185,1,0.31539634
1775,0,0.8261949
1957,1,0.8686111
1567,0,0.099325895
987,1,0.43505496
1468,0,0.58048
1281,0,0.3698532
4962,0,0.29942355
830,0,0.29260325
1932,1,0.59862435
4376,1,0.18585975
3120,1,0.21233612
3195,1,0.7885854
3566,1,0.6190225
2925,1,0.12117775
3151,1,0.5475711
2352,1,0.83942336
2978,0,0.5630423
2147,0,0.32332522
4482,0,0.6793513
1502,1,0.62211424
47,0,0.34616327
1631,0,0.501948
3306,1,0.2724813
4752,1,0.79337364
2182,1,0.701768
3932,1,0.8523517
1601,1,0.6225573
222,0,0.6194525
4013,1,0.7592691
4465,0,0.3343173
1973,1,0.74100536
3841,0,0.77660453
2391,1,0.85390663
862,1,0.5791807
2092,0,0.5302317
1869,1,0.82263863
3589,0,0.6243565
1118,1,0.4900299
4484,0,0.30909514
405,0,0.6062182
3842,1,0.80351144
3142,0,0.2393663
2588,1,0.2629575
2737,1,0.16468053
1181,1,0.7708335
419,1,0.26420656
4999,0,0.34531856
856,0,0.5091137
2924,0,0.61533386
4681,1,0.88829297
557,1,0.32310405
2904,0,0.69993806
1677,0,0.66096324
240,0,0.31791922
3157,1,0.19795798
3929,0,0.23403066
4870,1,0.73460877
4701,0,0.66819406
4736,0,0.5366196
1829,1,0.8739122
4839,0,0.36443916
4532,0,0.50769687
3159,0,0.49382812
1362,0,0.49810842
946,0,0.30896926
4343,1,0.7624908
4371,0,0.6390304
4109,1,0.7954258
1495,1,0.32988065
3909,1,0.70687145
1205,0,0.46843895
2299,0,0.18502215
464,0,0.37111765
3821,0,0.7607008
1746,1,0.7721737
1660,0,0.32552126
1933,1,0.626429
772,1,0.8451683
4927,1,0.27761126
1625,1,0.44269538
4948,1,0.8644312
4622,1,0.61345714
1070,1,0.4682769
842,1,0.69407976
207,0,0.36863554
1532,0,0.21962614
4139,1,0.80042046
3641,0,0.25657898
455,0,0.37460434
2790,0,0.3329275
1807,0,0.40853992
4917,1,0.6461951
761,0,0.80437446
4873,1,0.79026437
2997,1,0.8431206
1229,0,0.791892
3382,0,0.4183735
877,0,0.46158725
2262,0,0.64585984
2146,1,0.7679661
2208,1,0.4239919
3377,0,0.2158378
1105,0,0.41623688
2295,0,0.36250013
1698,0,0.6948829
2139,1,0.6617929
3998,1,0.2942731
3158,1,0.24514113
1174,0,0.58240485
3357,1,0.71070015
1024,1,0.71242607
2776,0,0.48279715
2886,1,0.28422382
2498,1,0.23561631
337,0,0.3516417
4353,0,0.66905516
453,1,0.84401613
1377,0,0.52405906
3081,1,0.5257337
1476,0,0.5492788
2143,1,0.8645908
1241,1,0.8647613
882,0,0.50992775
99,0,0.44173133
2618,1,0.60343534
3295,0,0.46029648
3697,0,0.3290613
3633,1,0.8939026
2060,1,0.5489243
2608,0,0.6017782
4757,1,0.49489707
3899,0,0.2832362
1988,1,0.75132024
3333,0,0.2400895
1240,0,0.29958898
3497,0,0.83819324
76,1,0.35166326
1075,1,0.667938
1766,0,0.6420953
952,0,0.23924917
3474,0,0.3772626
1060,1,0.7654423
3041,1,0.72231174
3466,1,0.7922468
3217,0,0.31111634
2983,0,0.2739904
2574,1,0.7407321
1701,1,0.66717356
4880,1,0.6229095
4732,0,0.68758106
4658,1,0.15579309
4062,0,0.561281
424,0,0.19176866
483,1,0.80610263
334,1,0.81146926
3987,0,0.17991522
3636,1,0.5329985
137,1,0.81128967
308,1,0.59754145
4395,1,0.36558595
3085,1,0.6622665
3350,1,0.6106804
4085,1,0.64851713
2123,0,0.17673223
668,1,0.6373649
1820,1,0.8550152
3095,1,0.5939539
2111,0,0.28322858
3917,1,0.43858036
4759,0,0.29692334
1628,1,0.2750526
3712,1,0.89071757
4446,1,0.55715597
1805,0,0.7498114
3395,1,0.5871692
512,1,0.6292246
2309,1,0.8316817
2822,0,0.81940454
2883,0,0.6099713
3606,0,0.2592795
1441,0,0.25380278
1087,1,0.8293666
1508,1,0.49271068
4247,1,0.62538654
2053,0,0.4675776
2489,0,0.545896
1770,1,0.7026101
410,1,0.79106706
546,0,0.47802073
1602,0,0.23765478
2360,0,0.44360363
1049,1,0.84913343
4231,1,0.6347173
4549,0,0.7433653
3942,0,0.33096567
3758,0,0.3595762
1654,1,0.396047
1516,0,0.26983306
1214,1,0.32309556
3877,0,0.27171978
1348,0,0.37949553
3977,0,0.3090115
1870,1,0.60035443
1872,0,0.29050267
3086,1,0.46051124
1791,0,0.6686781
3790,1,0.8740435
2531,1,0.79153866
3075,1,0.7812947
3,0,0.7736578
1861,0,0.61080164
4284,0,0.20581105
865,0,0.33354834
656,1,0.51446074
3320,1,0.3684062
1376,0,0.35193112
1183,0,0.20900676
350,0,0.23488012
394,1,0.64691675
4705,0,0.21292089
2606,0,0.43336388
2456,0,0.78456026
2748,0,0.2334369
3335,1,0.34661502
2221,0,0.3834002
3814,1,0.43032953
2661,1,0.75762093
3725,1,0.6825927
800,1,0.5822439
1455,0,0.4706479
2703,0,0.35345134
2829,1,0.68821996
721,1,0.4197207
3016,0,0.44344443
2022,0,0.45529455
4523,1,0.6764468
2257,1,0.7374633
3308,1,0.48621574
3757,0,0.29400817
2178,1,0.7910335
1888,0,0.24909163
3573,0,0.30596662
3259,0,0.5658892
4934,1,0.4938838
4058,0,0.6029768
3001,1,0.83460355
4095,0,0.33963007
269,0,0.24723428
4289,1,0.6187391
2148,1,0.77164084
4773,1,0.5601503
3591,0,0.640598
697,1,0.68857145
3585,0,0.51507485
3508,0,0.55896693
3838,0,0.26892677
2783,0,0.618752
4094,1,0.39936897
4904,1,0.63123244
3911,0,0.5259774
4638,1,0.82443386
4778,0,0.2486713
3027,1,0.2985758
3258,0,0.496902
2460,1,0.8197794
2814,0,0.18311785
3582,1,0.7353384
4584,1,0.8403354
1459,1,0.63796306
864,0,0.46190202
1354,0,0.36535615
4469,0,0.45627338
2536,0,0.7752055
973,0,0.3033218
170,1,0.70496154
832,0,0.6691494
2207,1,0.91973
2417,0,0.24644436
302,1,0.21540254
609,1,0.56455934
674,1,0.89248496
2865,1,0.44169137
4684,0,0.6569991
1994,0,0.15032135
4857,0,0.46165025
675,1,0.5057145
2474,1,0.6828923
1864,1,0.6302366
4747,0,0.5007379
2384,1,0.27271262
2202,0,0.7134119
934,1,0.7457372
4623,1,0.78099865
1242,1,0.7074407
2177,0,0.40612477
4006,1,0.26428628
2096,1,0.5847215
1856,1,0.74660796
1648,0,0.5585911
3849,0,0.41540554
2931,1,0.77417004
4612,1,0.5386491
1200,1,0.6747171
311,1,0.44672218
1518,1,0.88889456
2424,0,0.1877133
2791,1,0.70204425
853,0,0.7706778
2979,1,0.8346386
699,1,0.5552194
788,1,0.51118416
262,1,0.7841599
2968,1,0.34329835
2561,1,0.9032546
4300,1,0.7098903
4919,1,0.81418985
4182,0,0.20563313
1165,0,0.10746585
1673,1,0.8829308
4428,1,0.36586535
4923,0,0.4156711
293,1,0.6854242
307,0,0.45023865
1900,1,0.2745845
3209,0,0.22942707
2747,1,0.26173306
2664,0,0.25578523
712,0,0.740762
1206,0,0.5160944
2560,0,0.19010507
4195,0,0.17771955
373,0,0.38836372
983,0,0.5400121
1615,1,0.74906117
1873,1,0.75722665
4491,0,0.7694724
4908,0,0.38733396
2763,1,0.39155942
1798,0,0.42755184
3584,1,0.81907624
3788,0,0.4565681
281,1,0.23329498
2365,1,0.7832923
1747,1,0.76518995
2135,0,0.7652754
3882,1,0.76423
960,1,0.79222095
575,1,0.733708
3007,1,0.71987474
2393,0,0.41590032
2718,1,0.7416244
2467,1,0.71289515
3257,0,0.50826895
1604,1,0.7693859
4274,1,0.8155025
1322,1,0.3905056
1458,0,0.290623
1789,1,0.7653401
1978,1,0.65240693
2656,0,0.72672355
3204,0,0.6043157
4935,0,0.69095993
1245,1,0.5229627
4233,1,0.6109894
4763,1,0.5912178
3245,0,0.18818447
1434,0,0.2821958
2519,1,0.7042957
961,1,0.8188737
3904,0,0.44843674
3048,1,0.8878107
876,1,0.73745704
502,1,0.7908082
1729,0,0.2434905
1571,1,0.6789221
359,1,0.4100713
1680,1,0.80685645
4049,0,0.3384796
824,1,0.6158678
4378,1,0.31027567
2443,0,0.28581452
3798,0,0.70536333
121,0,0.7359525
756,0,0.21268484
2573,1,0.8262832
3447,1,0.76877946
4429,0,0.17942011
1100,0,0.26099965
3215,1,0.3367459
719,1,0.41536826
3969,0,0.3491247
1430,0,0.32577062
2234,0,0.6525144
4862,1,0.71564347
4405,0,0.36993474
3445,1,0.6850096
1824,1,0.83367574
4663,0,0.48002088
1287,0,0.61433065
3342,0,0.74294865
913,1,0.7783802
4125,0,0.53658164
171,1,0.33298475
1467,0,0.35352
3590,0,0.23901865
3361,0,0.53545094
4070,0,0.44198442
3412,1,0.42576045
3981,0,0.23357363
185,1,0.6987247
377,1,0.67419016
3378,1,0.7754032
156,1,0.6425166
2890,1,0.33419254
4980,1,0.7433002
1943,1,0.5072368
4627,1,0.6399372
3583,1,0.38317144
13,1,0.57812375
2944,0,0.21355563
4029,0,0.34829864
3659,0,0.7256178
1074,0,0.7478604
797,0,0.2350895
3681,1,0.63401055
429,0,0.18641767
4408,0,0.5164306
2323,0,0.534744
3242,1,0.823406
433,1,0.5415576
4103,1,0.6140627
4814,1,0.7233487
3846,1,0.41136816
869,0,0.27057418
4637,1,0.62517977
1658,1,0.6272
2623,0,0.110363185
3799,0,0.63485956
3682,1,0.557656
1218,0,0.6713118
4844,0,0.50290346
4075,0,0.24363652
1883,0,0.46573153
3193,0,0.79275995
2107,1,0.7892659
4207,1,0.36434862
568,0,0.45887762
2961,1,0.85915136
1583,0,0.37098154
2937,1,0.387548
766,1,0.67488146
1832,1,0.6297649
2779,1,0.2643302
1575,0,0.31423712
4414,0,0.2061708
4421,1,0.5455909
3254,0,0.6207518
1662,1,0.79679435
729,1,0.55459535
4617,0,0.21138018
1244,1,0.25377706
902,1,0.37963626
4866,0,0.3131702
2179,0,0.1399097
3789,1,0.6822465
1217,0,0.24164955
1802,1,0.57558364
2301,1,0.8422824
4066,1,0.70553213
613,1,0.70484954
1043,0,0.7036848
3496,1,0.86332077
1930,1,0.44993207
27,0,0.5108428
744,0,0.31875765
2972,1,0.5419401
4810,1,0.8662626
3664,1,0.758401
580,0,0.37246925
4315,1,0.22107156
1745,1,0.78600925
1931,1,0.65169656
3173,1,0.83352786
3648,0,0.48443353
551,0,0.6482532
4772,0,0.3715175
1345,0,0.76215434
2341,0,0.39924595
1309,0,0.27049822
2421,0,0.40990618
1906,1,0.47019964
2518,0,0.5068769
2397,0,0.24039358
2058,1,0.6890685
1044,0,0.7721467
1570,1,0.30329716
4944,1,0.5382309
1032,1,0.78115207
4602,0,0.6873548
4845,0,0.26495895
2715,1,0.73796684
4631,0,0.6175467
4119,1,0.43562612
2432,1,0.6459336
2795,1,0.87622064
1617,0,0.3157644
3090,0,0.5264764
2136,0,0.7454002
2298,0,0.26508602
1612,1,0.75835747
816,0,0.36427388
3326,1,0.5677738
1718,1,0.6016205
35,1,0.35891202
1748,1,0.5365539
3901,1,0.14228964
1379,0,0.62102973
4479,1,0.66565317
1613,1,0.8870917
981,1,0.6997374
1325,0,0.62763005
2461,1,0.9345332
4061,1,0.7994975
2697,1,0.78695196
280,1,0.74147636
585,0,0.7536151
1768,0,0.38869584
1110,1,0.34948418
2197,0,0.23999864
1936,0,0.2590837
289,1,0.75990725
3593,1,0.39418265
3424,0,0.30147845
4777,1,0.4896833
4234,1,0.70697
3044,1,0.5230558
3855,0,0.7224237
2681,1,0.5950376
4655,1,0.4109129
4225,1,0.27917802
855,1,0.20504588
3031,0,0.4476831
3881,1,0.6041908
3540,0,0.5042654
1759,1,0.64621484
1201,0,0.60916597
2419,0,0.2581886
3392,1,0.6388723
4044,1,0.7253822
4124,0,0.36826104
3416,0,0.21711504
2735,0,0.2530081
2871,1,0.7849814
164,1,0.26385498
3851,0,0.29133722
4781,0,0.40216365
4245,1,0.7997029
4640,0,0.46611086
2129,0,0.27522358
2811,0,0.27886117
3544,0,0.4962824
4528,0,0.6353613
3197,0,0.7704077
2012,0,0.30150023
4389,1,0.798628
4292,0,0.27215576
1017,0,0.69351494
2625,1,0.7773274
4942,1,0.26712784
3454,1,0.58191365
3079,0,0.7595274
789,1,0.44550937
2817,1,0.33945978
2634,0,0.7742078
2526,1,0.34249133
4163,1,0.7152205
1258,0,0.8586212
4175,1,0.67969406
4670,1,0.3408833
2516,1,0.5729077
955,1,0.7593799
3638,1,0.31500956
4000,1,0.27615675
1657,1,0.5343536
1715,1,0.53079647
819,1,0.78088796
3513,1,0.80254054
910,0,0.38492128
3381,0,0.59055805
4399,0,0.27211502
4459,1,0.40552133
2087,1,0.52492446
1892,0,0.6834025
4920,0,0.8161757
2889,0,0.32878974
4883,1,0.73902315
3107,1,0.4775124
2785,0,0.4607794
3806,0,0.2653727
848,1,0.70625997
3937,1,0.53818244
