customer_id,week,post,treated,weekly_active_days,weekly_sessions,weekly_transactions
53,-8,0,1,1.081,4.16,3.04
54,-8,0,0,1.53,3.2,1.36
55,-8,0,1,0.992,2.64,1.41
56,-8,0,1,0.0,1.0,0.63
57,-8,0,1,2.254,6.76,3.96
58,-8,0,1,0.885,2.76,1.9
59,-8,0,0,1.169,2.49,1.73
60,-8,0,1,2.56,8.69,3.49
61,-8,0,1,1.511,4.82,2.96
62,-8,0,0,0.878,3.12,1.73
63,-8,0,1,2.032,5.37,3.55
64,-8,0,0,0.0,2.0,1.45
65,-8,0,0,0.636,2.39,1.5
66,-8,0,0,1.381,2.83,1.44
67,-8,0,0,0.0,1.0,0.79
68,-8,0,0,1.501,2.29,1.29
69,-8,0,0,1.752,5.23,3.09
70,-8,0,0,2.134,6.22,2.74
71,-8,0,1,2.009,5.25,3.72
72,-8,0,0,1.678,3.36,2.19
73,-8,0,0,0.015,0.03,0.02
74,-8,0,0,0.717,2.82,1.58
75,-8,0,1,1.535,3.66,2.64
76,-8,0,0,1.114,3.88,3.13
77,-8,0,0,2.231,5.53,2.2
78,-8,0,0,1.023,2.21,1.55
79,-8,0,0,2.67,5.63,2.75
80,-8,0,0,1.019,2.23,1.56
81,-8,0,0,0.304,0.76,0.58
82,-8,0,0,0.0,1.0,0.54
83,-8,0,0,0.729,2.36,1.33
84,-8,0,1,2.197,9.06,6.02
85,-8,0,0,2.695,5.97,3.87
86,-8,0,1,2.194,3.3,1.65
87,-8,0,1,1.131,2.61,1.53
88,-8,0,1,1.329,3.46,1.96
89,-8,0,0,1.352,6.22,3.89
90,-8,0,0,1.699,3.32,2.8
91,-8,0,0,2.917,8.19,5.47
92,-8,0,0,1.291,3.82,2.03
93,-8,0,0,2.141,4.02,2.73
94,-8,0,0,0.553,1.94,1.21
95,-8,0,0,1.2,2.43,1.97
96,-8,0,1,1.36,2.88,1.73
97,-8,0,0,0.0,1.0,0.62
98,-8,0,0,1.562,3.63,2.81
99,-8,0,1,1.834,3.72,2.07
100,-8,0,1,0.886,4.3,2.23
101,-8,0,0,0.073,0.16,0.11
102,-8,0,0,2.626,5.97,3.99
103,-8,0,1,2.016,7.33,3.69
104,-8,0,0,1.699,3.91,1.69
105,-8,0,0,1.925,3.47,2.38
106,-8,0,1,1.362,3.75,2.57
107,-8,0,0,1.119,4.3,3.05
108,-8,0,1,2.437,5.8,4.42
109,-8,0,1,2.754,6.7,4.43
110,-8,0,0,0.0,1.0,0.63
111,-8,0,0,1.533,4.19,3.05
112,-8,0,1,1.496,4.83,3.19
113,-8,0,0,1.741,5.25,2.55
114,-8,0,1,1.021,1.96,1.33
115,-8,0,1,3.403,9.74,7.03
116,-8,0,0,0.16,3.32,1.83
117,-8,0,1,1.747,6.27,5.25
118,-8,0,0,1.045,2.24,1.38
119,-8,0,1,2.684,9.02,6.93
120,-8,0,1,1.151,6.31,3.42
121,-8,0,1,1.126,6.63,4.91
122,-8,0,1,0.0,0.0,0.0
123,-8,0,0,2.105,6.12,3.44
124,-8,0,0,1.048,3.03,2.06
125,-8,0,0,2.083,4.68,2.92
126,-8,0,0,1.229,4.57,2.46
127,-8,0,0,0.826,2.96,1.96
128,-8,0,0,1.086,5.16,3.17
129,-8,0,0,1.353,2.5,1.55
130,-8,0,1,1.651,5.5,2.87
131,-8,0,1,2.886,6.7,4.99
132,-8,0,0,1.002,2.34,1.41
133,-8,0,0,0.622,2.31,1.43
134,-8,0,1,1.419,3.47,1.86
135,-8,0,0,1.184,4.47,3.43
136,-8,0,0,2.267,4.73,2.39
137,-8,0,0,0.0,2.0,0.95
138,-8,0,0,0.0,1.0,0.67
139,-8,0,0,1.248,3.65,2.17
140,-8,0,0,2.884,6.35,4.56
141,-8,0,1,0.355,1.8,1.48
142,-8,0,0,2.445,10.26,8.12
143,-8,0,1,0.825,1.49,1.12
144,-8,0,1,2.294,6.05,3.33
145,-8,0,0,0.551,2.16,1.65
146,-8,0,0,1.063,3.85,2.31
147,-8,0,1,0.714,2.68,1.4
148,-8,0,0,0.451,1.88,1.34
149,-8,0,0,1.925,3.62,2.18
150,-8,0,0,1.658,4.21,2.66
151,-8,0,1,0.207,0.41,0.3
152,-8,0,1,1.302,4.22,3.1
153,-8,0,0,2.598,6.91,4.26
154,-8,0,1,1.946,5.15,3.42
155,-8,0,0,2.916,6.72,5.05
156,-8,0,0,0.0,1.0,0.57
157,-8,0,0,2.289,7.68,3.65
158,-8,0,0,1.734,3.44,2.05
159,-8,0,0,0.0,2.0,1.23
160,-8,0,0,0.15,0.45,0.29
161,-8,0,1,2.995,5.73,5.16
162,-8,0,1,1.58,3.75,2.14
163,-8,0,0,1.987,4.56,2.88
164,-8,0,1,2.309,4.61,2.56
165,-8,0,0,1.949,4.48,3.03
166,-8,0,0,0.303,4.69,3.32
167,-8,0,0,0.0,0.0,0.0
168,-8,0,0,0.76,1.49,1.01
169,-8,0,0,1.237,3.4,2.25
170,-8,0,1,0.803,3.94,1.51
171,-8,0,1,2.727,5.68,4.14
172,-8,0,1,2.402,6.02,4.82
173,-8,0,0,1.829,4.01,2.26
174,-8,0,0,0.0,1.0,0.55
175,-8,0,0,1.047,2.8,1.48
176,-8,0,1,2.169,6.32,4.54
177,-8,0,0,2.114,6.15,3.23
178,-8,0,0,0.389,3.88,2.47
179,-8,0,0,0.363,0.71,0.34
180,-8,0,1,0.0,0.0,0.0
181,-8,0,1,1.248,3.18,1.92
182,-8,0,1,0.75,1.62,1.09
183,-8,0,0,1.519,3.02,1.68
184,-8,0,0,0.754,2.27,1.3
185,-8,0,0,0.228,2.54,1.49
186,-8,0,1,1.062,2.39,1.33
187,-8,0,1,1.423,5.14,2.83
188,-8,0,1,0.808,1.68,0.85
189,-8,0,0,1.376,4.39,3.08
190,-8,0,0,3.357,7.58,5.18
191,-8,0,0,0.054,1.12,0.68
192,-8,0,0,1.923,6.16,4.51
193,-8,0,1,0.644,2.37,1.92
194,-8,0,1,0.856,3.71,2.12
195,-8,0,1,1.41,3.71,2.5
196,-8,0,0,2.546,6.88,4.63
197,-8,0,1,1.507,3.18,1.84
198,-8,0,1,0.187,0.49,0.25
199,-8,0,1,2.056,5.6,5.15
200,-8,0,0,2.572,5.57,3.83
201,-8,0,0,0.0,1.0,0.65
202,-8,0,0,1.58,3.53,2.42
203,-8,0,0,2.46,6.09,5.58
204,-8,0,0,1.596,2.88,1.8
205,-8,0,1,0.906,2.34,1.53
206,-8,0,0,2.794,7.09,4.65
207,-8,0,1,3.287,7.5,5.77
208,-8,0,1,1.507,4.33,2.95
209,-8,0,0,0.764,2.41,1.16
210,-8,0,0,2.417,3.83,1.75
211,-8,0,1,1.403,5.03,3.84
212,-8,0,0,1.79,4.89,3.31
213,-8,0,0,1.192,3.09,1.89
214,-8,0,0,0.0,0.0,0.0
215,-8,0,1,0.735,1.5,1.27
216,-8,0,1,0.0,2.0,1.35
217,-8,0,0,1.198,3.85,2.72
218,-8,0,1,2.858,8.04,5.95
219,-8,0,0,2.275,4.04,2.81
220,-8,0,0,2.99,4.9,2.95
221,-8,0,0,1.24,2.45,1.54
222,-8,0,0,2.293,5.95,4.29
223,-8,0,1,0.0,1.0,0.75
224,-8,0,0,0.696,3.68,2.82
225,-8,0,1,4.084,7.3,4.11
226,-8,0,0,0.247,3.51,2.35
227,-8,0,1,2.223,6.26,3.51
228,-8,0,0,0.963,2.15,1.37
229,-8,0,1,0.221,1.47,0.92
230,-8,0,0,1.533,2.78,1.8
231,-8,0,1,0.537,4.04,3.04
232,-8,0,0,0.0,1.0,0.56
233,-8,0,0,0.323,1.7,1.47
234,-8,0,0,0.241,0.43,0.34
235,-8,0,0,0.999,3.13,1.48
236,-8,0,0,0.0,1.0,0.68
237,-8,0,0,0.0,2.0,1.04
238,-8,0,0,1.478,4.42,3.04
239,-8,0,1,2.439,6.38,3.14
240,-8,0,1,1.936,3.4,2.64
241,-8,0,1,0.823,3.5,2.74
242,-8,0,0,0.041,1.07,0.64
243,-8,0,0,2.028,6.22,4.15
244,-8,0,1,0.798,2.95,1.5
245,-8,0,0,2.571,6.83,4.01
246,-8,0,1,0.22,0.44,0.28
247,-8,0,0,2.379,5.91,2.81
248,-8,0,0,1.5,4.49,3.72
249,-8,0,0,1.172,5.03,3.34
250,-8,0,0,1.418,3.26,2.56
251,-8,0,0,0.554,1.04,0.65
252,-8,0,0,0.512,3.02,1.72
253,-8,0,0,1.615,5.27,3.47
254,-8,0,1,2.178,7.22,5.43
255,-8,0,1,2.074,4.83,2.77
256,-8,0,0,1.827,5.03,3.4
257,-8,0,0,0.587,1.23,0.71
258,-8,0,1,0.217,2.46,1.01
259,-8,0,1,2.37,6.65,4.04
260,-8,0,0,2.095,3.67,2.43
261,-8,0,0,2.398,8.02,5.19
262,-8,0,0,0.0,0.0,0.0
263,-8,0,0,0.0,3.0,1.97
264,-8,0,1,1.288,5.23,3.01
265,-8,0,0,1.057,4.03,2.82
266,-8,0,0,1.08,3.41,2.04
267,-8,0,0,1.044,3.03,2.23
268,-8,0,0,0.827,2.71,1.34
269,-8,0,0,1.441,3.39,2.22
270,-8,0,1,1.994,4.57,3.2
271,-8,0,0,3.509,5.07,3.97
272,-8,0,1,0.99,2.14,1.26
273,-8,0,0,1.971,5.49,4.25
274,-8,0,0,1.903,5.95,4.13
275,-8,0,0,1.809,4.1,3.43
276,-8,0,0,0.644,1.51,0.73
277,-8,0,0,1.436,5.17,3.47
278,-8,0,0,1.965,5.07,3.25
279,-8,0,0,0.724,4.58,3.04
280,-8,0,0,0.0,0.0,0.0
281,-8,0,0,1.726,5.4,4.32
282,-8,0,1,0.433,2.09,1.43
283,-8,0,0,2.354,5.89,2.76
284,-8,0,1,1.692,3.62,2.19
285,-8,0,0,1.665,5.8,5.76
286,-8,0,0,0.0,0.0,0.0
287,-8,0,0,0.599,1.32,0.88
288,-8,0,0,2.737,7.95,5.76
289,-8,0,1,0.0,0.0,0.0
290,-8,0,1,0.793,3.78,2.19
291,-8,0,1,1.27,3.33,2.68
292,-8,0,1,1.404,2.43,1.9
293,-8,0,1,0.915,1.88,1.31
294,-8,0,1,2.256,3.83,2.09
295,-8,0,0,0.0,1.0,0.58
296,-8,0,0,0.973,1.53,0.87
297,-8,0,0,0.027,0.05,0.03
298,-8,0,1,0.298,2.68,2.13
299,-8,0,0,1.52,3.59,2.43
300,-8,0,0,1.281,3.5,2.5
301,-8,0,0,1.964,5.87,3.89
302,-8,0,0,1.342,3.16,2.57
303,-8,0,0,1.37,3.96,1.87
304,-8,0,0,1.744,3.75,0.86
305,-8,0,0,1.363,4.03,2.57
306,-8,0,0,2.55,7.01,4.5
307,-8,0,0,2.179,5.91,3.77
308,-8,0,1,0.758,3.5,1.98
309,-8,0,1,2.907,8.65,4.32
310,-8,0,1,1.735,3.29,2.08
311,-8,0,0,2.038,5.66,3.41
312,-8,0,0,1.47,5.14,3.44
313,-8,0,0,0.795,2.19,1.58
314,-8,0,0,0.849,2.75,2.12
315,-8,0,0,0.87,3.09,2.26
316,-8,0,0,2.405,6.95,4.46
317,-8,0,0,1.254,2.73,1.89
318,-8,0,0,0.836,3.63,1.87
319,-8,0,0,2.504,8.04,4.44
320,-8,0,0,0.819,2.97,2.47
321,-8,0,0,1.529,5.0,3.79
322,-8,0,0,0.619,4.07,1.97
323,-8,0,0,1.991,3.79,2.15
324,-8,0,0,0.12,2.22,1.89
325,-8,0,0,0.0,1.0,0.56
326,-8,0,0,0.791,2.28,1.01
327,-8,0,1,0.971,2.71,1.59
328,-8,0,0,0.86,1.53,0.91
329,-8,0,1,1.961,3.45,2.66
330,-8,0,0,2.697,6.86,5.08
331,-8,0,1,2.132,4.35,2.59
332,-8,0,1,2.594,6.93,4.44
333,-8,0,0,1.537,3.49,2.38
334,-8,0,0,0.611,2.4,1.75
335,-8,0,0,1.989,4.15,2.52
336,-8,0,1,1.276,3.2,2.18
337,-8,0,0,1.179,2.48,2.0
338,-8,0,0,1.063,3.16,2.0
339,-8,0,0,2.988,7.39,4.92
340,-8,0,1,1.002,2.05,1.47
341,-8,0,0,1.994,6.17,3.62
342,-8,0,1,0.929,3.1,1.71
343,-8,0,0,0.458,2.12,1.47
344,-8,0,1,2.098,4.6,3.29
345,-8,0,1,0.0,1.0,0.64
346,-8,0,0,0.927,2.02,1.17
347,-8,0,1,1.28,2.97,1.78
348,-8,0,1,0.056,3.1,2.1
349,-8,0,0,0.785,1.14,0.59
350,-8,0,0,2.748,7.65,5.85
351,-8,0,0,0.092,0.22,0.18
352,-8,0,1,1.541,2.68,1.3
353,-8,0,0,1.719,4.9,3.49
354,-8,0,1,0.481,3.04,2.24
355,-8,0,0,0.023,1.05,0.78
356,-8,0,0,1.626,3.05,1.43
357,-8,0,1,0.915,2.26,1.39
358,-8,0,0,1.206,2.27,1.34
359,-8,0,0,1.808,4.0,2.5
360,-8,0,1,2.084,4.94,2.54
361,-8,0,0,0.055,1.11,0.93
362,-8,0,1,2.829,6.7,4.68
363,-8,0,1,1.83,5.23,2.82
364,-8,0,1,3.978,9.59,5.65
365,-8,0,1,0.0,0.0,0.0
366,-8,0,0,0.951,2.43,1.55
367,-8,0,0,0.482,1.15,0.91
368,-8,0,0,1.069,3.5,2.53
369,-8,0,0,0.081,4.17,2.09
370,-8,0,1,0.325,1.63,0.88
371,-8,0,1,1.387,3.05,1.59
372,-8,0,1,2.509,6.69,4.69
373,-8,0,0,2.024,5.03,4.33
374,-8,0,0,1.721,3.74,2.5
375,-8,0,0,2.645,9.64,6.15
376,-8,0,1,3.039,7.6,5.39
377,-8,0,0,0.264,2.59,1.66
378,-8,0,1,0.571,1.18,0.72
379,-8,0,0,1.138,2.67,1.8
380,-8,0,1,1.673,5.0,3.67
381,-8,0,1,1.663,4.29,2.55
382,-8,0,0,1.307,2.64,1.42
383,-8,0,1,0.02,1.04,0.79
384,-8,0,0,0.0,1.0,0.41
385,-8,0,0,0.081,2.15,1.09
386,-8,0,0,0.285,2.5,1.62
387,-8,0,1,0.366,2.97,2.22
388,-8,0,0,3.085,5.15,3.46
389,-8,0,0,1.918,4.22,2.48
390,-8,0,0,1.318,1.81,1.33
391,-8,0,1,1.353,4.11,2.32
392,-8,0,0,0.86,4.54,3.29
393,-8,0,0,0.319,1.75,1.05
394,-8,0,0,0.811,2.69,1.4
395,-8,0,1,2.793,8.0,5.83
396,-8,0,1,1.701,4.11,3.38
397,-8,0,1,1.853,3.93,2.38
398,-8,0,1,2.404,5.9,4.48
399,-8,0,0,2.73,6.79,2.93
400,-8,0,0,0.404,1.99,0.99
401,-8,0,1,0.0,1.0,0.54
402,-8,0,1,0.717,2.5,1.58
403,-8,0,0,0.886,3.03,2.12
404,-8,0,1,1.765,3.97,2.04
405,-8,0,1,1.913,4.79,2.61
406,-8,0,1,0.392,1.0,0.74
407,-8,0,1,3.338,8.0,4.43
408,-8,0,1,1.826,4.12,3.29
409,-8,0,1,1.954,4.32,2.45
410,-8,0,0,0.0,1.0,0.77
411,-8,0,0,2.515,6.05,4.45
412,-8,0,0,1.925,4.95,3.25
413,-8,0,0,1.821,3.76,2.52
414,-8,0,0,0.0,1.0,0.66
415,-8,0,1,2.132,6.58,5.07
416,-8,0,0,1.468,3.3,1.34
417,-8,0,1,2.258,4.52,2.76
418,-8,0,1,1.288,4.18,2.79
419,-8,0,0,2.245,5.55,4.32
420,-8,0,0,0.306,2.67,1.56
421,-8,0,1,0.589,3.25,1.35
422,-8,0,1,2.537,5.12,1.89
423,-8,0,1,1.758,5.11,3.34
424,-8,0,1,4.471,8.23,4.13
425,-8,0,0,0.942,3.37,2.09
426,-8,0,0,0.897,3.16,1.6
427,-8,0,0,1.032,5.49,3.33
428,-8,0,0,0.195,1.55,1.34
429,-8,0,0,2.42,5.41,4.25
430,-8,0,1,0.0,3.0,1.93
431,-8,0,0,0.0,2.0,1.23
432,-8,0,0,1.728,4.4,2.41
433,-8,0,0,1.458,4.02,2.85
434,-8,0,1,0.0,1.0,0.61
435,-8,0,0,2.005,8.08,6.42
436,-8,0,0,2.923,6.2,4.08
437,-8,0,1,0.487,2.9,1.92
438,-8,0,0,0.738,3.5,1.62
439,-8,0,0,0.886,1.55,0.9
440,-8,0,1,0.0,2.0,1.7
441,-8,0,0,1.568,3.11,1.48
442,-8,0,0,2.697,6.35,3.93
443,-8,0,0,0.0,2.0,1.24
444,-8,0,1,1.258,3.43,2.31
445,-8,0,0,1.866,6.1,4.2
446,-8,0,0,1.065,2.41,1.41
447,-8,0,0,0.0,0.0,0.0
448,-8,0,1,1.861,6.78,3.91
449,-8,0,0,1.821,4.79,3.39
450,-8,0,0,0.751,2.21,1.05
451,-8,0,0,1.022,4.26,2.38
452,-8,0,0,0.915,2.11,1.0
453,-8,0,0,0.181,0.31,0.21
454,-8,0,1,1.286,4.6,3.12
455,-8,0,0,2.296,6.42,3.85
456,-8,0,0,0.175,1.42,0.95
457,-8,0,0,2.671,9.7,4.98
458,-8,0,0,0.846,3.81,2.97
459,-8,0,0,2.375,5.58,4.14
460,-8,0,0,0.253,0.58,0.31
461,-8,0,0,1.796,3.89,1.99
462,-8,0,1,1.375,7.09,4.18
463,-8,0,0,0.588,0.88,0.59
464,-8,0,1,0.0,1.0,0.66
465,-8,0,1,0.785,1.76,0.93
466,-8,0,1,1.848,4.88,2.92
467,-8,0,1,1.642,4.38,2.98
468,-8,0,0,0.474,0.98,0.58
469,-8,0,1,3.053,6.56,4.3
470,-8,0,0,0.85,4.02,3.03
471,-8,0,0,2.421,4.86,2.79
472,-8,0,0,0.559,2.72,2.02
473,-8,0,1,1.75,4.33,2.77
474,-8,0,0,2.456,5.56,3.51
475,-8,0,1,1.347,3.69,1.83
476,-8,0,1,1.186,2.24,1.64
477,-8,0,0,2.312,4.77,4.12
478,-8,0,0,1.744,5.77,3.08
479,-8,0,0,1.244,2.3,1.25
480,-8,0,0,0.909,2.92,2.39
481,-8,0,0,2.377,5.5,3.95
482,-8,0,1,1.492,3.96,2.28
483,-8,0,0,1.574,4.64,3.87
484,-8,0,1,2.049,5.17,3.1
485,-8,0,0,1.733,4.12,2.69
486,-8,0,0,0.0,1.0,0.69
487,-8,0,0,1.624,4.47,3.28
488,-8,0,0,1.883,4.1,2.86
489,-8,0,0,2.195,5.03,4.41
490,-8,0,1,2.882,6.5,5.21
491,-8,0,1,1.094,4.24,3.49
492,-8,0,1,1.597,2.71,1.56
493,-8,0,0,0.71,3.45,2.37
494,-8,0,0,0.354,1.61,1.35
495,-8,0,0,0.261,2.41,1.46
496,-8,0,1,1.125,3.68,2.23
497,-8,0,1,0.352,2.48,1.86
498,-8,0,1,1.212,5.09,3.57
499,-8,0,0,0.898,5.05,3.27
500,-8,0,0,0.432,1.12,0.76
501,-8,0,1,1.278,3.36,1.51
502,-8,0,0,1.133,3.79,2.32
503,-8,0,0,0.0,0.0,0.0
504,-8,0,0,1.816,4.45,3.68
505,-8,0,0,0.796,2.7,1.7
506,-8,0,1,0.878,2.12,1.4
507,-8,0,0,1.172,6.17,4.76
508,-8,0,1,1.516,4.7,3.85
509,-8,0,0,1.41,3.33,2.26
510,-8,0,1,1.176,2.49,1.38
511,-8,0,0,1.142,6.41,3.78
512,-8,0,0,0.582,2.34,1.6
513,-8,0,0,2.188,2.79,1.91
514,-8,0,0,1.368,2.89,1.62
515,-8,0,0,1.841,5.14,2.17
516,-8,0,0,0.227,2.53,1.19
517,-8,0,1,2.301,5.06,2.63
518,-8,0,0,2.225,6.88,4.3
519,-8,0,0,1.153,3.97,2.44
520,-8,0,0,1.013,1.93,0.9
521,-8,0,0,1.539,4.37,2.72
522,-8,0,1,1.632,4.27,3.56
523,-8,0,0,0.0,0.0,0.0
524,-8,0,1,1.051,2.45,2.13
525,-8,0,1,2.021,7.31,4.76
526,-8,0,0,1.178,4.04,2.61
527,-8,0,1,1.452,3.15,2.15
528,-8,0,1,0.0,1.0,0.85
529,-8,0,0,1.863,5.47,4.5
530,-8,0,0,0.145,0.39,0.28
531,-8,0,1,0.0,0.0,0.0
532,-8,0,1,1.077,4.71,2.62
533,-8,0,0,0.914,4.82,2.42
534,-8,0,1,1.28,3.9,2.35
535,-8,0,0,2.368,6.7,5.48
536,-8,0,0,1.529,3.58,3.03
537,-8,0,0,0.617,2.37,1.12
538,-8,0,0,1.897,4.01,3.2
539,-8,0,1,1.497,5.52,4.7
540,-8,0,0,0.0,2.0,1.57
541,-8,0,0,0.0,0.0,0.0
542,-8,0,0,0.575,1.35,1.0
543,-8,0,1,0.642,2.06,0.99
544,-8,0,0,1.979,5.47,2.71
545,-8,0,1,1.36,3.14,2.91
546,-8,0,0,1.781,4.27,2.56
547,-8,0,0,1.239,3.76,1.97
548,-8,0,0,2.866,7.03,4.29
549,-8,0,0,0.863,3.36,2.88
550,-8,0,0,1.107,1.68,1.3
551,-8,0,0,0.021,0.04,0.02
552,-8,0,0,0.875,5.34,3.44
553,-8,0,0,1.807,4.02,2.84
554,-8,0,1,0.779,3.5,2.54
555,-8,0,0,2.869,7.85,5.55
556,-8,0,0,1.383,3.4,1.86
557,-8,0,0,0.485,0.69,0.43
558,-8,0,0,1.872,6.74,3.57
559,-8,0,0,1.36,4.23,3.2
560,-8,0,1,1.104,5.45,3.49
561,-8,0,1,1.581,4.3,2.96
562,-8,0,0,0.87,3.41,1.97
563,-8,0,0,1.416,4.12,2.98
564,-8,0,1,1.451,5.09,3.69
565,-8,0,0,1.697,3.47,1.72
566,-8,0,0,2.46,7.51,5.55
567,-8,0,0,0.0,1.0,0.52
568,-8,0,0,1.853,6.55,3.78
569,-8,0,0,1.521,3.83,2.88
570,-8,0,1,1.633,6.09,3.54
571,-8,0,0,0.854,2.78,1.85
572,-8,0,0,0.59,2.31,1.48
573,-8,0,1,1.241,3.08,1.52
574,-8,0,0,0.0,0.0,0.0
575,-8,0,0,0.949,3.23,2.61
576,-8,0,0,0.259,0.62,0.44
577,-8,0,1,0.24,2.37,1.47
578,-8,0,1,1.761,6.97,4.62
579,-8,0,1,0.0,0.0,0.0
580,-8,0,0,1.951,4.31,2.57
581,-8,0,1,0.524,2.03,1.23
582,-8,0,0,1.957,6.38,4.01
583,-8,0,0,2.188,5.38,2.22
584,-8,0,0,0.846,2.69,1.96
585,-8,0,0,0.0,1.0,0.67
586,-8,0,0,0.657,3.32,2.47
587,-8,0,0,0.186,2.48,1.49
588,-8,0,1,1.397,3.02,1.49
589,-8,0,1,1.343,4.02,2.69
590,-8,0,1,1.608,4.46,2.34
591,-8,0,0,2.121,4.36,3.12
592,-8,0,0,1.797,4.61,3.35
593,-8,0,0,2.186,5.13,4.56
594,-8,0,0,2.413,5.94,4.8
595,-8,0,1,2.423,5.91,4.04
596,-8,0,1,3.418,7.31,4.58
597,-8,0,1,0.962,2.3,1.73
598,-8,0,1,1.562,5.48,3.76
599,-8,0,1,1.169,2.7,1.63
600,-8,0,0,0.566,2.02,0.86
601,-8,0,0,1.931,4.27,3.87
602,-8,0,0,1.522,3.2,2.47
603,-8,0,0,1.236,3.67,2.66
604,-8,0,0,0.264,2.34,1.55
605,-8,0,0,2.215,6.02,5.2
606,-8,0,0,0.436,1.23,0.92
607,-8,0,0,0.649,1.1,0.55
608,-8,0,1,3.518,8.45,5.29
609,-8,0,1,1.959,3.97,2.92
610,-8,0,0,1.39,3.46,2.72
611,-8,0,0,1.027,1.92,1.2
612,-8,0,0,0.254,3.65,3.0
613,-8,0,1,0.421,1.92,0.98
614,-8,0,0,2.259,5.65,3.53
615,-8,0,0,1.519,7.43,4.68
616,-8,0,0,2.535,7.77,5.89
617,-8,0,0,0.132,0.32,0.26
618,-8,0,0,1.842,6.05,4.8
619,-8,0,0,0.791,1.37,0.69
620,-8,0,1,2.431,6.51,4.36
621,-8,0,1,0.245,3.66,1.78
622,-8,0,0,2.077,6.26,4.11
623,-8,0,0,0.605,2.47,2.07
624,-8,0,0,0.0,0.0,0.0
625,-8,0,0,0.821,3.68,2.6
626,-8,0,0,2.681,6.81,4.67
627,-8,0,0,0.894,2.77,1.76
628,-8,0,0,2.045,6.99,4.55
629,-8,0,1,2.952,8.22,6.68
630,-8,0,0,0.0,0.0,0.0
631,-8,0,0,0.0,2.0,1.25
632,-8,0,0,0.836,2.75,1.8
633,-8,0,0,2.319,7.02,4.03
634,-8,0,0,2.223,6.8,4.81
635,-8,0,1,1.721,3.07,2.53
636,-8,0,1,2.424,7.61,5.49
637,-8,0,1,1.159,2.75,1.58
638,-8,0,1,1.073,3.2,1.82
639,-8,0,1,0.0,1.0,0.51
640,-8,0,1,1.769,6.25,3.99
641,-8,0,1,1.037,4.46,2.49
642,-8,0,0,0.364,1.62,1.1
643,-8,0,1,2.249,5.34,3.06
644,-8,0,0,2.33,4.4,2.18
645,-8,0,1,0.0,1.0,0.44
646,-8,0,0,0.506,2.21,1.59
647,-8,0,1,4.164,8.41,4.18
648,-8,0,0,0.783,2.58,1.82
649,-8,0,0,1.331,5.74,3.32
650,-8,0,0,0.581,2.26,1.53
651,-8,0,1,3.901,9.77,6.3
652,-8,0,0,0.0,3.0,2.0
653,-8,0,1,2.423,8.12,6.13
654,-8,0,1,1.862,5.16,2.95
655,-8,0,0,0.0,3.0,2.44
656,-8,0,0,1.541,5.35,3.92
657,-8,0,0,0.684,4.35,2.66
658,-8,0,1,2.43,6.37,3.98
659,-8,0,1,0.0,0.0,0.0
660,-8,0,0,0.159,0.41,0.25
661,-8,0,1,2.446,6.91,3.17
662,-8,0,0,0.332,0.81,0.44
663,-8,0,0,2.704,7.34,3.98
